,headline,CTR,ini_CTR,test_id
28,Popular Business Magazine Warns That The Minorities Care About Fancy Houses Now,0.004821859,0.003953913,43
29,Sean Hannity Thinks Its Waaaaay Too Hard To Teach Men Not To Attack Women?,0.013049783,0.011928646835142949,48
30,Sean Hannity Thinks Telling Men Not To Attack Women Is Dumb?!?,0.013675214,0.014225024142119956,48
31,A Feminist Shares Actual Facts On Fox News And Confuses Conservative Pundits,0.022961575,0.023848560937189435,48
32,Feminist Confuses Fox News Host By Suggesting That We Teach Men To Not Attack Women,0.024444444,0.017593297,48
33,Sean Hannity Supports A Woman's Right To Choose Some Things...,0.006610842,0.014694055269117854,48
34,Should The People Who Serve Your Food Be Paid Enough To Eat?,0.007223114,0.006572395,51
35,"Money Can’t Buy Happiness, But Maybe It’ll Get These Workers To Stop Singing",0.007154213,0.011154739793125774,51
36,"These Workers Just Want Money, And You Won’t Believe What They Did To Get Some",0.011308562,0.012251593,51
37,"An 'Arab' Filmmaker Drives His Car Into Cardboard Twin Towers. Trust Me, You'll Be On His Side.",0.018953069,0.016647734,55
38,Racists Spray-Paint A Comedian's Car. They Shouldn't Have Done That.,0.032823741,0.022644058999613834,55
39,Racists Spray Paint 'Go Home Arab' On A Car — Filmmaker Responds Perfectly,0.031460674,0.025582578219303105,55
40,Idiot Racists Accidentally Make A Filmmaker Famous When They Spray Paint 'Go Home Arab' On His Car,0.031404217,0.010863797296126836,55
41,"Why Have Over 500,000 People Told This Guy Their Deepest, Darkest Secrets?",0.00719697,0.013664846185984111,62
42,This Guy Has Gotten More Confessions Out Of People Than The Frickin Pope,0.009353079,0.013428455407172473,62
43,The Sermon On The Mount As Directed By Quentin Tarantino,0.015611448,0.011519873,64
44,An Open Letter From Jesus To Everyone Who Is Scared Of Gay People,0.039130435,0.023481973390970773,64
45,Here Is Some Art That You Won't Want Life To Imitate,0.009130876,0.011317668,84
46,"WTF New York? No One Should Ever, EVER Make Art Like This.",0.021883289,0.018524313,84
47,"40,000 Reasons Why Every New York Fauxhemian Doesn't Truly 'Get' Art",0.011055276,0.011869003623258167,85
48,Think Every Wannabe Artist In New York Is A Trust-Fund Baby? Here's Why You're Wrong.,0.010003449,0.006880795,85
49,Would You Let These Guys Design A School?,0.009433962,0.005490089,95
50,You Won't Believe Who's Teaching These Kids And How Much They've Learned,0.015479876,0.008635178,95
51,This School Totally Understands The Difference Between Learning And Education,0.022619851,0.010971446020016443,95
52,Why You Should Treat Everyone Like Your Mother,0.006998158,0.006735323,100
53,I Wish This Is How We All Reacted When We’re Having A Bad Day,0.014825274,0.008236587,100
54,I Can’t Believe This Is From A Television Show ,0.02045944,0.021829420008016808,100
55,The Best Comedy On Television Wants You To Be A Better Person,0.008190883,0.009187969,100
56,What Are The Odds Of Another Asteroid Hitting The Earth?,0.004127967,0.002237352,102
57,How Many Earth-Destroying Asteroids Are Headed Towards Us At This Exact Moment? ,0.005835157,0.006758599,102
58,Why Both Parties Should Agree To Buy A Few More Telescopes,0.006597222,0.003040354,102
59,How Many Asteroids Are Headed For Earth At This Exact Moment?,0.004365224,0.004326319,102
60,Ever Done A Standing Ovation At Your Keyboard? You Might Want To Try After Watching This.,0.025998493,0.016879033421579877,103
61,How Can This Kid Possibly Be Just 15?,0.02623799,0.013120783716596097,103
62,15-Year-Old Bypasses The Awkward Teen Phase And Skips Straight To Genius,0.026985937,0.023819466687489542,103
63,Just…Wow…Wow…Wow! Did I Say Wow Already?,0.022979985,0.010116075078839565,103
64,You Won't Believe What The New Pope Believes. Just Kidding. You Will.,0.042514535,0.024127865734308418,112
65,The New Pope Sure Has An 'Interesting' Opinion On Gay People,0.043309859,0.0177795,112
66,"Say What You Will About The New Pope, He Sure Doesn't Seem To Be A Fan Of Equality",0.028169014,0.013627387339495497,112
67,There's A New Pope? YAY! He Said Something Awful? BOO!,0.047532656,0.018076261796730508,112
68,How Do You Get An 8-Year-Old To Fight The Police? Like This.,0.020583832,0.014893714557683376,131
69,What Would Cause A Group Of 8-Year-Olds To Riot?,0.021941242,0.014727513656272732,131
70,Why Do Our Children Have To Fight Our Battles? Because We're Not Doing It.,0.005852231,0.008783558,131
71,Kids Are Rioting In The Streets Over Global Warming,0.007535795,0.00766052,131
72,How Being Gay Can Get You Cut From The NFL,0.018397854,0.007032085,132
73,What It's Like To Be A Gay NFL Player,0.016874541,0.014562767467347084,132
74,"That Guy Who Just Intercepted That Pass? Yeah, He's Gay.",0.014402491,0.008998856,132
75,The Odds Say That Some Guys In The NFL Are Gay. Here's One Of Them.,0.024233245,0.010520485149668088,132
76,This Basketball Hall-Of-Famer Is Now A Thoughtful Pop-Culture Analyst,0.004406904,0.008405333,134
77,A Retired Athlete Said The Smartest Thing About Television And Race The Other Day,0.022727273,0.011169287,134
78,What’s Worse: An All-White TV Cast Or An All-White TV Cast With A Token Black Character?,0.011960855,0.008873751,134
79,A Retired Basketball Star Wrote The Most Thoughtful Pop-Culture Critique I’ve Read In Years,0.026871401,0.017439097728302835,134
80,Ronald Reagan Is The Poster Child For The NRA. Maybe This Will Get Them To Take Their Posters Down.,0.026370004,0.008143485,136
81,"If Conservatives Knew The Truth About Ronald Reagan, They Probably Wouldn't Invoke His Name So Much",0.036954586,0.016358246,136
82,This One Chart Explains Why Conservatives Are Freaked Out About Marriage,0.014474669,0.021503564411377997,138
83,CHART: Why Nearly Half Of Today's Kids Won't Be Able To Look At Their Parents' Wedding Photos,0.017076846,0.010433202400568407,138
84,CHART: What Conservatives Wish Liberals Understood About The American Family,0.014418377,0.017015776,138
85,We've Taken Giant Steps For Mankind - So Why Did We Stop Leaping?,0.006909091,0.004809284,151
86,"Jetsons, Meet The Little House On The Prairie",0.010328292,0.008539167,151
87,"The Final Frontier Gets A Dubstep Remix, And I Like It",0.017456359,0.006962258,151
88,This Video Would Have Made Even Neil Armstrong Cry,0.021683205,0.023185212044031858,151
89,The One Man Still Trying To Stop Corporations From Buying Elections,0.009270705,0.005548278,158
90,Bernie Sanders Is Terrified. You Should Be Too.,0.014132104,0.009641839,158
91,Can You Imagine Having The Cash To Buy An Election? That's A Reality For Some People.,0.00359389,0.002894882,158
92,There Has Never Been A Better Time To Be Rich,0.008903899,0.013218249453090742,158
93,9 Out Of 10 People Who Go Here Die. It Doesn't Have To Be That Way.,0.02158528,0.009135599,168
94,9 Of 10 People Who Go Here Die. Some Of Them Shouldn't Have Gone In The First Place.,0.026661797,0.017485648527822664,168
95,10 Amazing Honeymoon Spots That May Not Last As Long As The Marriage,0.00496752,0.016788841247510206,169
96,10 Amazing Honeymoon Spots That May Not Last As Long As Your Marriage,0.008804109,0.019394231308135695,169
97,10 Amazing Honeymoon Spots That May Not Last As Long As The Average Marriage,0.003589375,0.018739610689888088,169
98,Quick! Visit These Great Wonders Before You Wonder Where They Went,0.006854257,0.014259323534930222,169
99,"The Most Offensive, Non-Offensive Joke In The World",0.059612519,0.020857672068040355,170
100,"NSFW: The Most Offensive, Non-Offensive Joke In The World",0.05923732,0.023679814288930054,170
101,Louis C.K. On How Ridiculous White Privileges Have Gotten,0.05085389,0.028771308,170
102,NSFW: Louis C.K. On How Ridiculous White Privileges Have Gotten,0.054915515,0.030935920164083565,170
103,14 Things That Are Scarier Than Putting A Needle In Your Arm,0.014742785,0.010270274602249002,171
104,Think Needles Are Scary?  I Can Think Of Exactly 14 Things That Are Scarier.,0.011360147,0.010049158,171
105,Think Needles Are Scary?  I Can Think Of A Few Things That Are Scarier.,0.010693454,0.008361692,171
106,A Few Things That Are Scarier Than Putting A Needle In Your Arm,0.015936255,0.010377923,171
107,The Piece Of U.S. Currency That's Actually Worth Less Than Nothing ,0.014885496,0.013096053604351187,182
108,"I'm No Economist, But Shouldn't Our Money Be Worth More Than It Costs To Mint? ",0.006362275,0.003540775,182
109,Setting A Pile Of Money On Fire Makes More Economic Sense Than Continuing To Mint The Penny ,0.005609574,0.009004675,182
110,Why Continuing To Mint The Penny Is Like Paying Someone To Steal Your Wallet,0.008291276,0.006141801,182
111,This Movie Might Leave You Hungry To Do More,0.011322464,0.009193787,185
112,"When People Are Hungry, They Die. Can We Get 50 Million Americans Off Death Row, Please?",0.007898201,0.007276476,185
113,America's Old Nemesis Rears Its Ugly Head,0.025782689,0.016787386535025213,186
114,This Movie Will Leave You Hungry To Do More,0.020852221,0.009929872,186
115,"When People Are Hungry, They Die. Can We Get 50 Million Americans Off Death Row, Please?",0.018198362,0.007276476,186
116,43 Seconds For The End Of The Plastic Bottle,0.008356546,0.008937758,189
117,"They May Be Convenient, But Can Plastic Bottles Make A Song As Catchy As This?",0.007760141,0.009749488,189
118,What Would It Take For You To Never Use A Plastic Bottle Again?,0.012173913,0.010712507197687387,189
119,Hopefully This Video Won't Make Any Sense In The Future — Not That It Makes Much Sense Now,0.007052186,0.009147237,189
120,I Can't Believe What Gay Marriage Did To This Little Girl,0.025978648,0.022772073698293364,200
121,This Is What Happens To Straight Kids When Gay Parents Get Married?,0.029753762,0.019170205585446513,200
122,This Is What Happens When You Let Gay People Get Married?!,0.023817988,0.013631024120707984,201
123,You Will Not Believe What I Heard Gay Marriage Is Going To Do To Straight People,0.013950073,0.016736471598050397,201
124,A Pill That Makes Racists Less Racist?!?,0.006162695,0.016787386535025213,209
125,Could This New Pill Make People Stop Being Racist Assholes?,0.006855184,0.014660233203841726,209
126,"If Science Actually Invents This Pill, Gay Marriage Would Be Completely Legalized Overnight",0.013197105,0.027549349499015927,209
127,Take Two Of These And Call Me When You're Less Racist,0.016142736,0.014456391616881847,209
128,A Pill That Makes Racist People Less Racist?!?,0.007733008,0.018943270437787343,209
129,"I'm Not Crying, There's Just A Beautifully Tragic Gay WWII Soldiers' Love Story In My Eye",0.020674379,0.014615137116806893,217
130,"If You Think Gay Soldiers Haven't Been In The Army, Like, FOREVER, You Clearly Haven't Seen This",0.019472517,0.021718862,217
131,A Bunch Of People Decided To Fight Hate With Beautiful Art,0.003987594,0.002894882,219
132,Here’s The Ad That Muslims Across America Wish You Would See,0.01734104,0.018719245,219
133,Here's A Beautiful Response To Bigotry And Hatred,0.012903226,0.014582042407773263,219
134,What If The Answer To Ending Bigotry Was Just Talking Back,0.005124162,0.008489707,219
135,America's $4 Billion Embarrassment,0.009222661,0.009915325,222
136,This Really Offends Me About Child Offenders,0.01363398,0.015003181672179225,222
137,"Where Will These 2,570 Kids All Spend Their 50th Birthday?",0.00607064,0.011509689639464478,222
138,One Of The Most Unique Attempts At Suicide Prevention Is Also Totally Beautiful,0.02759135,0.009830951,223
139,Failure Has Never Looked So Absolutely Beautiful,0.020429363,0.012949127643366724,223
140,These People Did Not Plan On Being Here Today. So Why Are They?,0.011909192,0.008248224,223
141,These People Once Tried To Do Something Awful. I'm So Glad They Didn't.,0.014171512,0.013489553,223
142,Can We Stop Acting Like Total Jackasses Around Introverted People?,0.013349515,0.014439298745183158,248
143,Remember Those Troubled Kids In School? Turns Out They Weren't Actually Troubled.,0.027109584,0.011880641323138125,248
144,Teamwork And Leadership Are Overrated — There Is Definitely An 'I' In 'Team',0.004300235,0.007125186,248
145,Why Being Antisocial May Save Humanity From Inevitable Doom,0.014032191,0.014783883765066275,248
146,"This Ted Talk Could Lead The World To Harmony. Oddly, It Was Probably The Hardest One To Deliver.",0.022968949,0.005327162,248
147,Jessica Biel Comes Out Of The Bathroom Closet,0.032182836,0.025210171823144466,255
148,I Can Promise You That You Have Never Heard Jessica Biel Say This EVER,0.020842773,0.036172885110064446,255
149,This Is What It Looks Like When Jessica Biel Doesn't Go To The Bathroom,0.014097317,0.023621625789530268,255
150,Jessica Biel Goes To Bathroom. Just Kidding. She Wouldn't Do That.,0.011415525,0.061089201,255
151,I Don't Usually Share Stories About Jessica Biel And Toilets. Yet Here We Are.,0.018398807,0.024861040826745742,255
152,"If This Is What Rich People Do With Their Money, I'm Going To Throw Up",0.020679468,0.019644441855554785,261
153,Killing An Elephant To Make A Trinket Is Beyond Stupid,0.006756757,0.007160099,261
154,"If This Is What Rich People Do With Their Money, I'm Going To Throw Up",0.044848036,0.019644441855554785,261
155,It's Disgusting What People Consider Beautiful Nowadays,0.055097451,0.018666875065638352,261
156,Native American Single-Handedly Shuts Down Anti-Immigrant Protest,0.044172235,0.017805685274521494,267
157,WATCH: Native American Single-Handedly Shuts Down Anti-Immigrant Protest,0.042366412,0.026909276005618266,267
158,WATCH: That Awkward Moment When Anti-Immigrant Protesters Realize They're Illegal Too ,0.049026676,0.028061408,267
159,That Awkward Moment When Anti-Immigrant Protesters Realize They're Illegal Too ,0.035087719,0.023691452,267
160,Why You Shouldn't Let Sexist Teenage Boys Run Your Women's Hygiene Campaign,0.039269051,0.020712200819540887,274
161,This Is Why Women's Hygiene Companies Shouldn't Let Teen Boys Run Their Marketing Teams,0.049713193,0.022859356447393047,274
162,"Playtex Runs Ads Targeting Middle School Boys, Because, Ya Know, Dudes Need Tampons?",0.03133063,0.020828578,274
163,The Cutest Way EVER To Tell Someone They Should Be Ashamed Of Having Sexual Organs,0.05245283,0.022329841,274
164,FLASHBACK: Two Grown Men Yelling At Each Other On Camera,0.035019455,0.010462297,275
165,Bill O'Reilly Doesn't Seem To Have Gotten Any Less Racist Since 2007,0.026765799,0.012904758912574385,275
166,"When Discussing Immigration On Television, Make Sure To Yell As Much As Possible",0.015195369,0.009761125,275
167,"If Shouting And Hurling Insults Is The Key To Good Ratings On Fox, This Episode Must Have Killed",0.034779357,0.019955750327343647,275
168,The Worst Online Dating Site In The History Of The World,0.027200489,0.016631732,276
169,GOD HATES... SINGLE PEOPLE?,0.024874055,0.019461148,276
170,"It’s The Time Of Year People Buy New Cars, Here’s The Chart You Need To See Before You Buy",0.006639616,0.007195012,281
171,How To Save Money Step 1: Buy A New Car,0.006190823,0.004076109,281
172,How Shelling Out For A Brand New Car Now Can Save You Thousands Of Dollars,0.011082379,0.004023739,281
173,We’re All Buying Cars This Week Because Of This Chart,0.007225434,0.010552488824337972,281
174,Being A Third Grader Never Looked So Good,0.011781507,0.012255957144266753,287
175,This Makes Homework Look A Whole Lot Easier,0.015745148,0.006531664,287
176,Why It's Perfectly Acceptable To Be An Angry Feminist,0.025779146,0.011329305291325135,292
177,The Truth About Angry Feminists,0.028312571,0.011029635,292
178,I'm Not Angry Because I'm A Feminist. I'm A Feminist Because I'm Angry.,0.015367316,0.009758216,292
179,Feminism Isn't Driven By Anger. But Here's Why You Might See It That Way.,0.020794653,0.010770695697087175,292
180,"If I Didn't Know Any Better, I'd Say Obama Is Tired Of The Boy Scouts Banning Gays",0.012432012,0.012963675,294
181,Obama's Crystal Clear Stance On Gays In Boy Scouts,0.015258653,0.012501803554230856,294
182,Make Thousands Working From Home! (I Promise It's Not Spam),0.009157016,0.00513514,300
183,You'll Never Guess Which Industry Has The Highest Job Growth. Rhymes With 'Foam Purse.',0.020787746,0.006502569,300
184,Why The Jobs Of The Near Future Will Not Be Outsourced,0.008201357,0.005856677,300
185,The Most Beautiful Bully Beating I've Ever Seen,0.016734846,0.035462985417387044,310
186,"If You Were Ever Bullied, I've Got Something Beautiful To Show You",0.014614541,0.018384661,310
187,WATCH: A Group Of Beachgoers Restore Your Faith In Humanity,0.014792899,0.023307407892771415,312
188,Would You Have Put Down Your Copy Of “50 Shades Of Gray” To Help?,0.018393393,0.010459387225298312,312
189,The Most Amazing Act Of Heroism Ever Committed In Swim Trunks,0.023764617,0.01843994,312
190,Dolphins’ Disastrous Attempt To Move On Land Ends Beautifully,0.023054755,0.015130469,312
191,A Case Of Misunderstood Genius That Might Destroy The Planet,0.018874773,0.010439021250508386,314
192,Take Your iPhone From Dead To 100% In 30 Seconds Using Science,0.032492355,0.011356944828540036,316
193,See The Scientific Accident That May Change The World (Or At Least Your Battery Life),0.02869166,0.012965856836944163,316
194,Proof That Not Everything Happening To Women In India Right Now Is Bad,0.015943641,0.012765106514014895,323
195,Just A Reminder That Not Everything Happening To Women In India Is Bad Right Now,0.015759312,0.015977112,323
196,An Indian Labor Union Has An Incredible Take On ‘Girl Power’,0.010163339,0.006426924,323
197,How Women In India Are Going To Be A Part Of Its Prosperous Future,0.006566242,0.004355414,323
198,A Quarter Million People Have Already Seen This Wacky Docu-Musical On Wealth And Poverty In America,0.01584507,0.009557465,328
199,Watch A Diner Waitress Explain To A Wall Street Guy How Money Works In America ,0.052842566,0.032134603,328
200,WATCH: The TEDxTalk That Knocked Me Down A Peg Or Two,0.04527768,0.019216756384966345,335
201,I Can't Believe THIS Is The Subject Of One Of The Best TEDxTalks I've Ever Seen,0.036363636,0.017753315625061685,335
202,This Is Why I (Secretly) Love Celebrity Gossip,0.008525755,0.008766102,336
203,What Your Reaction To Celebrity Gossip Says About You,0.005714286,0.013702305032472724,336
204,Meet A Gay Olympian And Her Beautiful 75-Year-Old Wife,0.010881393,0.018169363395770168,345
205,She Was Looking For A Tall Black Man. She Ended Up Marrying A Woman.,0.009035056,0.012423249080041143,345
206,The May-December Marriage That Will Truly Inspire You,0.009461426,0.020572548420981395,345
207,This Couple’s 17-Year Age Difference Is The Least Interesting Thing About Them ,0.018996416,0.025803694517022302,345
208,A Short Video About Birds That's Guaranteed To Break Your Heart ,0.009520183,0.012743285826739975,346
209,I Honestly Didn't Think A Video About Birds Would Make Me Cry. I Was Wrong.,0.025225904,0.014521308161524735,346
210,A Short Video About Birds That's Guaranteed To Break Your Heart ,0.011845625,0.012743285826739975,347
211,I Honestly Didn't Think A Video About Birds Would Make Me Cry. I Was Wrong.,0.023885918,0.014521308161524735,347
212,Economist Robert Reich Drops Some Thoroughly-Researched Knowledge On Billionaire Tightwads,0.016427105,0.010724144897567345,354
213,Trying To Get Richer? Here's Why You Can Pretty Much Give Up Now.,0.017532675,0.008902845,354
214,"A Bunch Of Celebrities Sing A Very Weird, Hilarious Song About Your Mother (And Theirs)",0.008592368,0.010473934350148258,358
215,"Yoko Ono, Sean Lennon, Joseph Gordon Levitt, Liv Tyler, Susan Sarandon, Fred Armisen...",0.008528265,0.002819237,358
216,What Do These Celebrities Hate More Than Paparazzi? ,0.011163032,0.012414520805131175,358
217,"Hey, I Have An Idea: Let's Deport THIS GUY, Instead",0.009682805,0.009944419,361
218,Meet A Guy Who Makes A Living Making America Look Bad,0.015511892,0.014668597800630446,361
219, Introducing: The Worst Immigration Reform Ideas You've Ever Heard,0.012470509,0.014040252926643054,361
220,WARNING: The Worst Immigration Reform Ideas You've Ever Heard,0.007189319,0.012693825602250155,361
221,A Brilliant Speech From 1940 That's Somehow Even More Relevant Today,0.027827328,0.010820155921576995,362
222,The One Speech Every Human Being On Earth Should Hear,0.038353765,0.020601642670681288,362
223,An Amazing Speech From 1940 That Perfectly Describes The Crises We Face Today ,0.029122679,0.013606294008463074,362
224,There's A Reason This Is Still My Favorite Internet Video Of All Time,0.039241457,0.015245391300930842,362
225,"I Never Thought I'd Say This, But Video Games May Have Just Cured AIDS",0.004914452,0.013350628289225258,374
226,Can Playing Video Games Get You A Nobel Prize?,0.002274318,0.000654625,374
227,What We Teach Our Kids Matters. This Girl Understands That Better Than Some Adults I Know.,0.021409922,0.017039051794929296,377
228,A Very Straightforward Question For The World From The Daughter Of A Jew And A Muslim,0.02097526,0.017203434305733692,377
229,A Very Simple Question From A Girl With A Complicated Family,0.025782361,0.015523241385564827,377
230,The Rest Of The World Could Learn A Thing Or Two From This Girl's Parents,0.028376068,0.016673918961195626,377
231,The Sweet Science Of Virality: You Are Bad At It. We Are Less Bad.,0.002745196,0.003424398,380
232,I Can't Believe Upworthy Said That About Your Mom,0.001757028,0.009327621,380
233,The One Where Upworthy Gives Almost All Our Viral Secrets Just Because We Can,0.002868318,0.006938983,380
234,You Will Not Believe How Easy It Is To Make Something Go Viral!,0.005568211,0.010232452077639141,380
235,Someone Hacked Upworthy's Vault And Put All Our Viral Secrets On The Internet. Not Cool.,0.007019303,0.007020447,380
236,"Bless Australia For Giving Us Kangaroos, AC/DC ... And THE BIONIC EYE?",0.004763239,0.006089431,388
237,"Bless Australia For Giving Us Kangaroos, Crocodile Dundee ... And THE BIONIC EYE?",0.003031615,0.006863338,388
238,How Science Allowed A Woman To See The Light,0.007925276,0.015485418860954964,388
239,"If Justice Roberts Does What This Adopted Kid Says, Then I Want To Go Ahead And Adopt Justice Robert",0.015665315,0.018853078,397
240,A Kid Who Adopted 2 Dads Has A Heartwarming Message For The Supreme Court Justice Who Adopted 2 Kids,0.015533981,0.012251593,397
241,What Do 2 Gay Guys And A Conservative Supreme Court Justice Have In Common?,0.012530852,0.017159792931183852,397
242,"The Argument To Overturn The CA Gay Marriage Ban Is So Easy A Kid Could Make It. Oh Wait, He Did.",0.02005297,0.024703931878366316,397
243,Hillary. Clinton. Is. Speaking. Slowly. So. Even. Bigots. Can. Understand. Her.,0.024730128,0.024284974682687845,399
244,Can We Hurry Up And Just Elect Hillary As President Yet?,0.006782946,0.011183834042825667,399
245,Hillary Breaks Down Gay Marriage So People With Extra-Thick Heads Can Understand,0.031208625,0.023871836,399
246,Hillary Clinton Kicks Ass In Speech About Gay Marriage. Are We Looking At The Next President?,0.023114594,0.017791138149671547,399
247,Meet The Cutest People Ever To Spit In The Face Of Fate,0.005073567,0.012289415531421632,400
248,Tiny And Terrifying: Why Fate Doesn't Stand A Chance Against These Kids,0.006413683,0.01385014,400
249,"Fate Says These Kids Won't Amount To Anything. Fortunately, They Aren't Listening.",0.005439217,0.007247382,400
250,Watch The Most Powerful Force In The Universe In Action,0.005965959,0.010584492499007855,408
251,Bookmark This For When You’re Sad And Instantly Be 100 Times Happier,0.013820695,0.017610754,408
252,I Apologize In Advance For The Fact That This Video Will Turn You Into A Big Saucer Of Butter,0.009789157,0.014022069020580619,408
253,"Ask A Bunch Of People To Show You What Love Looks Like, And Their Responses Look Remarkably The Same",0.009951117,0.011230384842345497,408
254,This Is The Scariest Wedding Video You’ve Ever Seen,0.021534564,0.027945031294934482,412
255,"With This Ring, McDonald's, I Thee Wed",0.008909091,0.014435480124910048,412
256,Watch This Bride Dump Her Very Important Groom At The Altar,0.034968876,0.023935843686289118,412
257,Watch This Bride Interrupt Her Own Wedding To Make An Impassioned Speech ,0.027443609,0.031413066,412
258,Happy Spring! Here’s An Insanely Inspiring Video About Things That Grow. ,0.006441224,0.017674761150871972,414
259,"If This Video Doesn't Make You Hungry For Change, You’re Dead Inside ",0.009063444,0.013143331760113515,414
260,This 1 Minute Video Makes Me Want To Hug The World,0.023313317,0.010433202400568407,425
261,"I Really, Really, Really, Really, Really, Really Wish This Was What The World Was Like",0.018911617,0.012468345167075979,425
262,I Never Thought A 1 Minute Video Could Punch Me In The Heart. Yet Here We Are.,0.019237884,0.025978260015221664,425
263,This Is Pretty Much One Of The Coolest Anti-Hate Things I've Ever Seen,0.018263138,0.017264532,425
264,"I Really, Really, Really, Really, Really, Really Wish This Was What The World Was Like",0.012083486,0.012468345167075979,426
265, I Never Thought A 1 Minute Video Could Punch Me In The Heart. Yet Here We Are.,0.016104869,0.023924206,426
266,This Is Pretty Much One Of The Coolest Anti-Hate Things I've Ever Seen,0.020671835,0.017264532,426
267,This Beautiful 1 Minute Video Makes Me Want To Hug The World,0.013444767,0.008661363,426
268,"Is That A Soda In Your Pocket, Or Are You Just Happy To See An Early Grave?",0.007176175,0.011655160887963947,430
269,"If My Dentist Caught Me Showing People This, He'd Slap Me In The Face",0.017478617,0.014227251670612605,430
270,The Deadly Metal Cylinder That's Cheaper Than A Gun And Available In Nearly Every School In America ,0.011305616,0.011994109,430
271,"If It Looks Like Drugs, That's Because It Is Drugs",0.011976048,0.014051436028871449,430
272,Why Is This Rockstar Calling Himself An 'Insufferable Little Jumped-Up Jesus'?,0.007731959,0.012253047719296764,432
273,Why Bono's Solid Effort To Be Nerdy At TED Fails Miserably ,0.019237884,0.005094408,432
274,Why This Rockstar's Solid Effort To Be Nerdy At TED Fails Miserably ,0.017789553,0.011116917268515911,435
275,About To Start An Argument Over Israel and Palestine? Watch This Video First. ,0.017027315,0.005449357,448
276,WATCH: This Is What Thousands Of Years Of Religious War In One Place Looks Like ,0.013078826,0.016321879,448
277,This Guy Lives In A War Zone. So What's He Smiling About? ,0.007042254,0.015065006952791499,448
278,"Uh-Oh, Here’s A Rap Song Aimed Directly At The Kids!",0.009474183,0.014895896626410866,450
279,Watch This Before You Have Another ‘What's Up With Kids These Days?!’ Moment ,0.024593968,0.022690609799133662,450
280,This Thing Is Designed To Get Stuck In Kids Heads And Manipulate Their Behavior,0.015463918,0.012402883105251217,451
281,"Uh-Oh, Here’s A Rap Song Aimed Directly At The Kids!",0.009825815,0.014895896626410866,451
282,Have You Been Seduced Into Screwing The Planet? ,0.007401636,0.016721924,462
283,"Which Product Are You Spending 2,000 Times More On Than You Should?",0.007827059,0.007293933,462
284,Have You Been Brainwashed Into Fighting A War Against The Environment? ,0.011135057,0.014077984531722603,462
