clickability_test_id,eyecatcher_id,headline_1,headline_2,higher_CTR
516f2c6900815a0002018c77,5332bad91fae79f09f004239,That One Time The Senate Ignored 90% Of Americans So That The NRA Wouldn't Be Mean To Them,"President Obama Rationally, Passionately, And Emphatically Calls Out The Senate For Betraying Us",2.0
5171a7135f5c190002027134,5332bae41fae79f09f00432e,"If You'd Like To See Malaria Get Punched In The Face, All You Have To Do Is Watch This","If You Watch Hilary Swank Annoy A Whiny Senator, $1 Will Go To Punching Malaria In The Face",2.0
5175b5518d59bc0002002d41,5332baec1fae79f09f0043d9,A Women Lost Both Of Her Legs At The Boston Marathon. She Just Found A Reason To Smile.,Watch A Pep Talk On Steroids For 2 Victims Of The Boston Marathon Bombing,1.0
5175b5518d59bc0002002d41,5332baec1fae79f09f0043d9,A Women Who Lost Her Legs At The Boston Marathon Gets An Extraordinary Pep Talk,Watch A Pep Talk On Steroids For 2 Victims Of The Boston Marathon Bombing,1.0
517aebc2a7615a00020156ff,5332bb1d1fae79f09f0047fd,"If We Can't Prevent Every Single Crime From Happening, Why Bother At All?",I Wonder If This Gun Control Opponent Realizes How Bad His Arguments Are,2.0
517aebc2a7615a00020156ff,5332bb1d1fae79f09f0047fd,"If We Can't Prevent Every Single Crime From Happening, Why Bother At All?",The Bulletproof Logic Of A Gun Control Opponent,2.0
517f0727a6c3f10002046a30,5332bb151fae79f09f004745,"If You Could Have 1 Wish, Would It Be More Awesome Than What These Guys Said?",What Do The Israelis And Palestinians Really Want? It's Better Than You Think.,1.0
518870298df9c12137000c2d,5332bb311fae79f09f0049cb,WOW: Young Women Missing For 10 Years Found Locked In Basement By The Awesomest Good Samaritan EVER,The Unbelievable Happy Ending To A Horrible 10 Year NIghtmare For 3 Young Women,1.0
518870298df9c12137000c2d,5332bb311fae79f09f0049cb,'Help Me; I Am Amanda Berry. I've Been Kidnapped And I've Been Missing For 10 Years.',WOW: Young Women Missing For 10 Years Found Locked In Basement By The Awesomest Good Samaritan EVER,2.0
5189df873d57a6208300105f,5332bb351fae79f09f004a43,"Why Every Woman Should Take Off Her Clothes. Or Leave Them On. Oh, Who Cares?",Who’s Ready For Bikini Season? I Promise You’ll Like The Answer. ,1.0
5192a06ae36cf87029001419,5332bb591fae79f09f004d44,How Many Students In Philadelphia Schools Are Going To Graduate From College?,A Man With A Camera Asked A Bunch Of Folks A Question About Our Education System. They Were Way Off,2.0
5192a06ae36cf87029001419,5332bb591fae79f09f004d44,A Man Asked These Folks A Quick Question About Our Education System. The Answer Shocked Them,How Many Students In Philadelphia Schools Are Going To Graduate From College?,1.0
5192cdd5e6b292001700032f,5332bb5a1fae79f09f004d61,"You've Heard The Anti-Gay Leviticus Bible Quote, But Have You Heard The Very Next Line?",The National Marriage Organization Shows Us How To Make An Anti-Gay Bible Quote More Popular,1.0
5192cdd5e6b292001700032f,5332bb5a1fae79f09f004d61,The National Marriage Organization Shows Us How To Make An Anti-Gay Bible Quote More Popular,"You've Heard The Anti-Gay Leviticus Bible Quote, But Have You Heard The Very Next Line?",2.0
5197d08c5a53100012008e90,5332bb721fae79f09f004fc6,The Spoken-Word Poem That Starts Out Hilarious….And Then Gets Darker Than You Think Possible. ,Can Feminism Be Cured??  Uhhhh…..Can A Pig Wear Lipstick?  (Don’t Answer That.),1.0
5197d08c5a53100012008e90,5332bb721fae79f09f004fc6,"If You Don’t Feel Deeply Disturbed By The Time She Finishes This Poem, You May Not Be Human.",Can Feminism Be Cured??  Uhhhh…..Can A Pig Wear Lipstick?  (Don’t Answer That.),1.0
5197d08c5a53100012008e90,5332bb721fae79f09f004fc6,Can Feminism Be Cured??  Uhhhh…..Can A Pig Wear Lipstick?  (Don’t Answer That.),How To Cure A Feminist In 8 Easy Steps!!,2.0
5197d09a47b66c000e0089b8,5332bb711fae79f09f004fb7,BOOM:  I'm Ready To Switch Teams For Ellen,BOOM:  Ellen Just Blew The Flip Flops Off Of Abercrombie CEO,2.0
5197d09a47b66c000e0089b8,5332bb711fae79f09f004fb7,BOOM:  I'm Ready To Switch Teams For Ellen,Abercrombie Just Got Served:  Ellen Is Like a Decency Ninja,2.0
5197d09a47b66c000e0089b8,5332bb711fae79f09f004fb7,BOOM:  Ellen Just Blew The Flip Flops Off Of Abercrombie CEO,"VAGINA UP:  Ellen says, ""FITCH, PLEASE.""",1.0
5197d09a47b66c000e0089b8,5332bb711fae79f09f004fb7,Abercrombie Just Got Served:  Ellen Is Like a Decency Ninja,"VAGINA UP:  Ellen says, ""FITCH, PLEASE.""",1.0
51a52132e12cf3527a000274,5332bb8e1fae79f09f005288,This War Veteran Shares The Hardest Day Of Her Life. It Wasn't In Iraq.,"Listen To The Powerful Poetry Of An Iraq War Vet And Single Mother
",1.0
51ac00840f1cc5189f00116d,5332bba51fae79f09f0054b0,Seven Wonderful People Share Secrets That Are Killing Them.  This Could Change Your Life.,7 Wonderful People Share An Intimate Secret.  We Get To Listen In And It Could SAVE OUR LIVES.,1.0
51ad635232390c0509001d57,5332b7931fae79f09f0017a8,When A Sporting Goods Store And A Fortune Cookie Had A Baby... A Downright Dynamite Thing Happened.,I Fall In Love With LIFE Every Time I Watch This Video.,2.0
51ad635232390c0509001d57,5332b7931fae79f09f0017a8,I Fall In Love With LIFE Every Time I Watch This Video.,"How Kicking Your Metaphorical Training Wheels To The Curb Will Set You Free
",1.0
51ad635232390c0509001d57,5332b7931fae79f09f0017a8,I Fall In Love With LIFE Every Time I Watch This Video.,"This Happens When A Sporting Goods Store And Fortune Cookies Have Babies...
",1.0
51ae2eb8983cae9d69002b3b,5332bbb61fae79f09f005677,A 9-Year-Old Asks McDonald’s CEO A Simple Question. She’s Not Lovin’ His Response.,Watch A 9-Year-Old Make Ronald McDonald Look Even More Like A Clown.,1.0
51ae2eb8983cae9d69002b3b,5332bbb61fae79f09f005677,A 9-Year-Old Asks McDonald’s CEO A Simple Question. She’s Not Lovin’ His Response.,Listen As A Smartypants 9-Year-Old Gives McDonalds’ CEO A Chicken Nugget Of Wisdom,1.0
51aebbebd8dd72f1fa001b39,5332b63f1fae79f09f000ca8,Did These Words Really Come Out Of Conan's Mouth?,"If The World Takes Conan's Advice, Amazing Things Will Happen",1.0
51aebbebd8dd72f1fa001b39,5332b63f1fae79f09f000ca8,"Watch This. Amazing Things Will Happen. Also, Share This. ",Did These Words Really Come Out Of Conan's Mouth?,2.0
51aebbebd8dd72f1fa001b39,5332b63f1fae79f09f000ca8,"Watch This. Amazing Things Will Happen. Also, Share This. ",Did These Words Really Come Out Of Conan's Mouth?,2.0
51afe612699608741c00379c,5332bbbe1fae79f09f005778,"You Know Those Relationships That You Stay In Too Long? Yeah -- Here’s Another One.
","Dive In! 400,000 Swimming Pools Full Of An Asthma-Causing Substance?
",1.0
51b0f8b83285624b3d001adb,5332bbc41fae79f09f00580a,Know Anyone That Thinks Racial Profiling Is Exaggerated? Watch This And Tell Me When Your Jaw Drops.,Know Anyone That Thinks Racial Profiling Is Exaggerated? Watch This And Tell Me When you yell at the screen.,1.0
51b5249c7e5ae7c354005ce1,5332bbd21fae79f09f00595c,You Won't Believe Who The NSA Spies On More Than Russia. Meet INSERT YOUR NAME HERE.,BETRAYAL: Whistleblower Confirms The Worst Fears The Most Paranoid People Have About Our Government,2.0
51b5249c7e5ae7c354005ce1,5332bbd21fae79f09f00595c,"An Ex-CIA Dude Just Enraged Everyone In The Government, So Watch This Before He 'Disappears'",You Won't Believe Who The NSA Spies On More Than Russia. Meet INSERT YOUR NAME HERE.,1.0
51b5249c7e5ae7c354005ce1,5332bbd21fae79f09f00595c,You Won't Believe Who The NSA Spies On More Than Russia. Meet INSERT YOUR NAME HERE.,Every US Agency Probably Wants This Man Dead. So You Should Hear What He Says Before That Happens.,2.0
51b89524205838b84600ced8,5332b70d1fae79f09f001438,Meet A Tribe Of Indians Who Aren't Waiting Around For Someone Else To Make Our Energy Clean,Meet A Few Folks Who Kicked Coal Out Of Their Backyard,1.0
51b89524205838b84600ced8,5332b70d1fae79f09f001438,Meet The Indian Tribe That Shut Down A Coal Plant,Meet A Few Folks Who Kicked Coal Out Of Their Backyard,1.0
51ba363fe2de5ec8d3003be8,5332bbf71fae79f09f005d9e,"Women Everywhere Are Asked The Same Question, Their Answers Are More Alike Than You'd Think","EQUAL OPPORTUNITY: A Topic That I Can Listen To, In Any Language, Any Day.",1.0
51ba68ce112e93f2c9003535,5332bbfc1fae79f09f005e2a,We Use This Word So Often We Probably Don't Realize We're Saying It. Who Knew It Could Hurt So Much?,"Sometimes Simple Words Hurt Feelings, But There's Far More At Stake For Kids Like This",1.0
51ba70f8c24b66a7840021c4,5332bbfd1fae79f09f005e55,"I Used To Kill Ants With A Magnifying Glass. This Guy Did The Same Thing, but much worse.","If You Think Drone Strikes feel unreal, Think Again. Meet The Man Who Pulls The Trigger.",1.0
51bfb057b3f46d5245002ba5,5332bc0f1fae79f09f006062,Colbert Bashes The Freakilicious Food That Won't Take 'NO' For An Answer,Watch Colbert Bash The Freakilicious Food That Won't Take 'NO' For An Answer,2.0
51bfb057b3f46d5245002ba5,5332bc0f1fae79f09f006062,Colbert Bashes The Freakilicious Food That Won't Take 'NO' For An Answer,"I Don't Really Want To Eat Stuff That WON'T DIE, And Neither Does Stephen Colbert",2.0
51bfd1f23525a081a3003876,5332bc131fae79f09f0060e3,Some Think Its Their Right To Punish Others For Who They Are. This Video Proves Them Wrong.,WATCH: A Fiercely Poignant Video About A Town's Shame Placed On A Woman Who Doesn't Deserve It,2.0
51c1dc848443cd83710055e1,5332bc231fae79f09f006298,"Once Abandoned Because They Were Different, These Kids Crush All Expectations","Top To Bottom, The Most Stupendous Family Of Soul Ninja’s You Will Ever Meet. Huggles Required.",1.0
51c1dc848443cd83710055e1,5332bc231fae79f09f006298,"Once Abandoned Because They Were Different, These Kids Crush All Expectations",Meet The Family That Spiritually HULK SMASHES The Traditional Views Of Family.  Huggles Required.,1.0
51c1fce632e9172db5007643,5332bc261fae79f09f0062f5,You Know That Thing You’re Doing To Save Gas In Your Car? Not Working.,"Finally, They Came Up With A Way To Stop Global Warming That Takes Literally 10 Seconds
",2.0
51c258575245fa4328001869,5332bc281fae79f09f006332,HIV Vs. Cancer — One Will SAVE This Girl’s Life,A Team Of Doctor’s Injecting A Dying Girl With HIV Sounds Crazy Right?  Not After This Story.,2.0
51c258575245fa4328001869,5332bc281fae79f09f006332,Doctors Take A Long Shot And Inject HIV Into Dying Girl.  The Reason Why Might Amaze You.,HIV Vs. Cancer — One Will SAVE This Girl’s Life,1.0
51c258575245fa4328001869,5332bc281fae79f09f006332,HIV Vs. Cancer — One Will SAVE This Girl’s Life,WHAT?!?  Doctors Inject Dying Girl With HIV. You Won’t Believe Why.,2.0
51c36316d46b8dba6f0016b0,5332bc2e1fae79f09f0063f7,"These Kids Are Absolutely Horrible To Each Other, And It's Exactly What They Needed.","This Teacher Made Her 3rd Graders Hate Each Other, For The Best Reason Imaginable.",2.0
51c3ba03293a6d6074002fe4,5332bc301fae79f09f006433,"These Boys Give New Meaning To The Words, ‘Beach Body’",These Teens Transform Crippling Insecurities Into A Hilarious Performance,2.0
51c3ba03293a6d6074002fe4,5332bc301fae79f09f006433,"These Boys Give New Meaning To The Words, ‘Beach Body’",These Guys Prove That I Don’t Have A Clue What Goes On In Teenage Boys’ Minds,2.0
51c8cc33bd57ec06e200319e,5332bc421fae79f09f006636,Can You Guess What Amazing Thing Cookie Monster Did To End Up In Jail?,Watch Kids Facing Scary Problems Get Help From An Unexpected Crew Of Furry Friends,1.0
51c8cc33bd57ec06e200319e,5332bc421fae79f09f006636,"Is The Sesame Street Muppet Gang Actually Behind Bars, Or Are They Just The Best?",Cookie Monster Is In Jail? I'm Actually Really Happy About The Reason Why.,2.0
51c8cc33bd57ec06e200319e,5332bc421fae79f09f006636,Watch Kids Facing Scary Problems Get Help From An Unexpected Crew Of Furry Friends,Cookie Monster Is In Jail? I'm Actually Really Happy About The Reason Why.,2.0
51c8cece234062bbdd003366,5332bc421fae79f09f006647,"Someone Gave A Guy A Megaphone, And You'll Be Awed By What He Did With It",SPOKEN WORD SCHOOLED: The Harsh Truth Of Politics That You Didn't Learn In Class,1.0
51c8cece234062bbdd003366,5332bc421fae79f09f006647,A Poet's Got Some Things To Say About Congress. What Rhymes With 'We're Screwed'?,"Someone Gave A Guy A Megaphone, And You'll Be Awed By What He Did With It",2.0
51c8cece234062bbdd003366,5332bc421fae79f09f006647,"Someone Gave A Guy A Megaphone, And You'll Be Awed By What He Did With It",A Poet With A Healthy Dose Of Passion Is Going To Teach You The Politics You Never Learned In Class,1.0
51c9d5f8145dbcbe0e000d2e,5332bc4c1fae79f09f00674d,Imagine If Doctors Prescribed Heat In The Winter and Food For Hunger.,"A Lawyer Gets Doctors To Write Prescriptions Filled By College Students. No, Really.",2.0
51c9df04095ec2d67b001590,5332bc4d1fae79f09f006755,Meet Sarah:  She's Fantabulous And She's Making The World A Better Place One Cupcake At A Time,"Grab Your Kleenex, Pull Up A Chair, And Be Prepared To Be Inspired By This Nine Year Old",2.0
51ca3c71c20728a83d0006d2,5332bc541fae79f09f00680b,"These Facts Scare The Crap Out Of Me. And They Should Scare The Crap Out Of You, Too.","Off The Jungle Gym And Into The Jail Cell? Looks Like That's The Case For 250,000 Kids",1.0
51cb818726349f6404002e6f,5332bc671fae79f09f006a08,"After You Watch Ellen's Wedding Video, You''ll Wonder, 'What's Law Got To Do With It?'",Love Is A Many Splendored Thing. It's The Gorgeous Rose That Grows In Lesbian Spring.,1.0
51cc75035f73d4fdcd0000a8,5332bc6e1fae79f09f006a9a,Most Kids Are Learning Multiplication At 7. This One Already Knows How To Treat People Equally.,Why Should Gay People Be Together? Ask An 8-Year-Old For A Refreshing Answer.,2.0
51d1c9d3673bc77ab500046d,5332bc921fae79f09f006de8,"Wow, This Elementary School Was Horrible To A Little Girl. What She Did About It Was Equalitastic.",This Court Case Is A Huge Victory For Equal Rights. And It's About ... Bathrooms?,1.0
51d1c9d3673bc77ab500046d,5332bc921fae79f09f006de8,Why In The World Did This Adorable Little Girl Have To Fight So Darn Hard Just To Just A Bathroom?,"Wow, This Elementary School Was Horrible To A Little Girl. What She Did About It Was Equalitastic.",2.0
51d30198cedfa957a0004786,5332bca71fae79f09f006fcd,Justice Is Blind? I Don't Think This 14-Year-Old's Mama That Caught This On A Cell Phone Agrees. ,Death-Defying Officer Saves Beachgoers From A Criminally Terrifying...Stare?!,1.0
51d30198cedfa957a0004786,5332bca71fae79f09f006fcd,"See, This Is What Watching Too Many High-Octane, Clint Eastwood Police Movies Does To Some Police",Justice Is Blind? I Don't Think This 14-Year-Old's Mama That Caught This On A Cell Phone Agrees. ,2.0
51d307c5d5c012f4bb004b8c,5332bca11fae79f09f006f36,"If We Could Have A Chat With Our 12-Year-Old Selves, Could We Prevent Bullying?","Some Beautiful Proof That We Don't Always Get The ""Be A Good Person"" Thing Right The First Time",2.0
51d3d88258aa487dcf003d58,5332bcb51fae79f09f00713a,Bill Maher Nails It,It Only Took Bill Maher 51 Words To Completely Dismantle The Supreme Court's Argument ,2.0
51d3d88258aa487dcf003d58,5332bcb51fae79f09f00713a,"Now That Racism Is Over, What Else Is There To Talk About?",It Only Took Bill Maher 51 Words To Completely Dismantle The Supreme Court's Argument ,2.0
51d3d88258aa487dcf003d58,5332bcb51fae79f09f00713a,It Only Took Bill Maher 51 Words To Completely Dismantle The Supreme Court's Argument ,The Supreme Court's Decision On The Voting Rights Act — Dismantled In 51 Words,1.0
51d4c7802c5c1884ed003707,5332bcc31fae79f09f00727e,I Don't Know How These Guys Stood Silently While Witnessing Something So Awful But I'm Glad They Did,How One Little Girl Inspired A Few Guys To Change Lives In A Big Way,1.0
51d4c7802c5c1884ed003707,5332bcc31fae79f09f00727e,I Don't Know How These Guys Stood Silently While Witnessing Something So Awful But I'm Glad They Did,One Of The Most Disturbing Things This Guy Ever Did Was Posing As Someone Who Repulsed Him,1.0
51d4e3ee8219a60448004603,5332bcc21fae79f09f00726f,"He Has Cerebral Palsy, Yet He Did What Most Able Bodied People Can't Even Dream Of",He Said He'd Never Been Out Of His Wheelchair For Long. What He Did When He Got Out Was Astounding. ,2.0
51d714de97c77c10a500563b,5332bccb1fae79f09f007341,If You Ever Hear Anyone Doing This In Public Please Do More Than Ask Them To Quiet Down.,"On Or Off-Line, This Kind Of Hatred Should NEVER Be Verbalized Or Shared.",1.0
51d714de97c77c10a500563b,5332bccb1fae79f09f007341,"I'd Like To Think If I Had Been There For This I'd Have Given These Girls A Piece Of My Mind.
","On Or Off-Line, This Kind Of Hatred Should NEVER Be Verbalized Or Shared.",1.0
51d714de97c77c10a500563b,5332bccb1fae79f09f007341,"If Regina George Were Sitting Next To You In A Coffee Shop On Facebook, Would You Speak Up?","I'd Like To Think If I Had Been There For This I'd Have Given These Girls A Piece Of My Mind.
",2.0
51d714de97c77c10a500563b,5332bccb1fae79f09f007341,If You Ever Hear Anyone Doing This In Public Please Do More Than Ask Them To Quiet Down.,"If Regina George Were Sitting Next To You In A Coffee Shop On Facebook, Would You Speak Up?",1.0
51daf9815c02440f7a0062e0,5332bcd51fae79f09f007446,Watch A Famous Grown Man Explain What It's Like To Be Born A Woman And Break Down Crying,Dustin Hoffman Breaks Down Crying Trying To Explain Something That Every Woman Already Knows,2.0
51daf9815c02440f7a0062e0,5332bcd51fae79f09f007446,A Famous Actor Talks About What It's Like To Be Born A Woman. And Then Loses It. For A Good Reason.,Dustin Hoffman Breaks Down Crying Trying To Explain Something That Every Woman Already Knows,2.0
51daf9815c02440f7a0062e0,5332bcd51fae79f09f007446,Watch A Famous Grown Man Explain What It's Like To Be Born A Woman And Break Down Crying,A Famous Actor Makes A Frightening Discovery About Women And Barely Keeps It Together To Explain Why,2.0
51ddfbdad62ba9059400085c,5332bcf31fae79f09f0076fc,A Brief Explanation Of The Most Tumultuous Country On The Planet,Congratulations To Everyone Who Already Understands Egypt. This Is For Everyone Else.,2.0
51ddfbdad62ba9059400085c,5332bcf31fae79f09f0076fc,Congratulations To Everyone Who Already Understands Egypt. This Is For Everyone Else.,A Brief Explanation Of The Most Tumultuous Country On The Planet That Is Currently Tumulting,1.0
51ddfbdad62ba9059400085c,5332bcf31fae79f09f0076fc,'Didn't They Just Have A Revolution?' And Other Questions About What's Happening In Egypt,Congratulations To Everyone Who Already Understands Egypt. This Is For Everyone Else.,2.0
51de1972bd1c486771001ed8,5332bce51fae79f09f0075a2,"The Country She Lives In Send Her Death Threats For Doing Something Nicki Minaj Does Daily
","A Lot Of Rappers Rap About Violence And Death, But This Girl Has Actually Lived Through It
",1.0
51dee46444b028c8650003c4,5332bcff1fae79f09f007801,What If Decisions Made In Congress Actually Affected THEM? ,"Awww, SNAP! — One Congressman Tries Living On Food Stamps",2.0
51dee46444b028c8650003c4,5332bcff1fae79f09f007801,Something Tells Me 99% Of Congresscritters Have Never Had To Do This,"Awww, SNAP! — One Congressman Tries Living On Food Stamps",2.0
51df137041a9d49920000ff8,5332bcf31fae79f09f0076e9,A 12-Year-Old Egyptian Boy Baffles An Interviewer By Eloquently Tearing Apart A Political Group,A 12-Year-Old Egyptian Boy Flabbergasts An Interviewer. They Weren't Expecting A Political Genius.,2.0
51df137041a9d49920000ff8,5332bcf31fae79f09f0076e9,A 12-Year-Old Egyptian Boy Flabbergasts An Interviewer. They Weren't Expecting A Political Genius.,12-Year-Old Political Whiz Kid Verbally Demolishes An Egyptian Political Group,1.0
51df137041a9d49920000ff8,5332bcf31fae79f09f0076e9,A 12-Year-Old Egyptian Boy Flabbergasts An Interviewer. They Weren't Expecting A Political Genius.,A 12-Year-Old Political Genius Is In The Right Place At The Right Time,1.0
