clickability_test_id,eyecatcher_id,headline_1,headline_2,higher_CTR,CTR_1,CTR_2,Size_1,Size_2,p_value
541766d493f6334c2c000014,5416f08af0fde2b97d000053,"16 Scenes In This Video Are Censored. The Last 1 Isn’t, And It’s The Most Disturbing By Far.","45 Years Ago, An X-Rated Movie Won An Academy Award. Never Again.",1,0.04021390374331551,0.031910484873601326,4675.0,4826.0,0.03164586095254569
537b3440b698c5413600003d,537a30165aca86d80b000042,This Boys Parents Didn't Know He'd Commit A Crime As A Teenager — So What Are They To Do Now?,What Age Is Too Young To Try Children As Adults In America? 14 States Have No Minimum Age.,1,0.020689655172413793,0.008048289738430584,2610.0,2485.0,0.0001498927566974967
54e5f554343139001a8b0000,54e4f6f2373139000cb40000,"Women weren't getting paid fairly, and Batgirl took it up with Batman","If I were an underpaid woman in the 70s, I'd have been overjoyed to see this commercial.",2,0.0052935514918190565,0.012590799031476998,2078.0,2065.0,0.013177729783632592
5480a80f6332310012380000,5480a0b6643335001e380000,Would You Say This To Your Unborn Son?,"""You Are Not The Problem"" Says One College Student To His Unborn Son. I Could Barely Keep Reading.",2,0.010269576379974325,0.021042408546455164,3116.0,3089.0,0.0006708627226477966
5195545d849a6f00140202dd,5332bb6d1fae79f09f004f25,"Watch A Brave Little Girl Take On Her Rapists, Her Village, And Her Culture","The Brave Girl We'd All Be Proud To Call Our Daughter, Our Sister, Our Friend",1,0.018053097345132742,0.01063049853372434,2825.0,2728.0,0.023821287668036106
53f7692d029b34db17000014,53ec01daffb15f185600005c,"In 1961, Hollywood Got Something Right—Even If It Wasn’t Considered “Nice”",This Whole “Don’t Say Gay” Thing Has Been Going On For A Long Time,1,0.005921406782702315,0.005313301575668743,5573.0,5458.0,0.7036982153386727
5352ffb05fbd96fcbd000010,53514954c82697e77000000e,This 19-Year-Old Pedophile Would Never Go Near A Child. And He Needs You To Hear His Story.,"This Teen Never Goes Near A Child, Because He's Knows He's Broken. He Needs You To Hear His Story.",1,0.05199189736664416,0.03642857142857143,2962.0,2800.0,0.004801869376173859
53c00bc7f8df0672a80000c9,53bece4626fbe524ed000017,See The Speech That Made This Kid's Mom Very Proud. And His Other Mom Too.,"His Mom Was Very Proud Of What Her Son Said To Those Homophobic Politicians. And His Other Mom, Too.",2,0.0102364123811845,0.017312850524262374,4103.0,4101.0,0.005988876735901996
537c8ad4e51c4076bd00008a,537c6344e51c400004000020,This Soccer Player Is About To Be Pepper Sprayed In The Face And Hit By Brazilian Police,The Brazilian Police Are Pepper Spraying And Hitting People Like This Girl In The Face,1,0.014838580308802888,0.006739842095128057,4987.0,5193.0,6.904374716631598e-05
52c1cb58af79e11ddb0008d8,5332c3521fae79f09f011cbd,How Lobbyists Made School Lunches Less Healthy,Your Kid's School Lunch Could Have Been Much Healthier. Here's Why It's Not.,2,0.011111111111111112,0.01709169831795985,3420.0,3686.0,0.035229257729497906
5429c5643f87195b33000015,54297917aba7703bc400001e,Ever Seen 'Wedding Crashers'? This Is Sorta Like That. Except John Oliver Is Not Amused.,"These Things Are Appearing At Our Weddings, And John Oliver's Not A Fan",2,0.00853018372703412,0.013256738842244807,4572.0,4526.0,0.033535126516419496
52a65dc3476fb047c10009c0,5332c2bd1fae79f09f010b76,This Ad Totally Nails 5 Unfortunate Double Standards Women Face In Less Than 60 Seconds,NAILED IT: This Ad Calls Out 5 Ridiculous Double Standards Women Face In Less Than 60 Seconds,1,0.03762517882689557,0.03758588171898154,6990.0,7423.0,1.0
54624a2b8d77a467dc000028,54624fa46986d618d0000034,"If You Don't Already Hate The War On Drugs, Here Are 43 More Reasons",Why Are People In Mexico Taking To The Streets?,1,0.007119741100323625,0.0029107373868046574,3090.0,3092.0,0.019727271383721767
532d31b96771ee786d000011,5332f45aa2fc90ead0000290,Could These People Be The Friend You Just Haven't Met Yet? Let's Treat 'Em That Way.,It's Finally (Almost) Here! A Guarantee That You're Buying Responsible Food,1,0.009508716323296355,0.001564945226917058,1893.0,1917.0,0.0007757124309018123
5363c77105938f6046000079,5363ecccd2b3b8562e00000b,"A Host Counters A Problem Posed By A Pundit With Points So Valid, I Can't See The Problem At All Now","Is There A Correlation Between Beyonce's Sexy, Sexy Music And Teen Pregnancy?",1,0.027777777777777776,0.012977902490354262,2772.0,2851.0,8.99345368464868e-05
53b37170ff70e8d9ee000032,53b30e8ade153a27ee000006,The Top 10 Reasons Why Some Folks Claim We Don't Need Unions Anymore,The Top 10 Reasons Why Some Folks Claim We Don't Need Unions Anymore. Bless Their Hearts.,2,0.004876727174207532,0.0067039106145251395,3691.0,3580.0,0.3539425425743387
53992acc2c2fbfe024000005,539928e7c7663985a6000003,"Today, She Has Wonderful Husband And Beautiful Family. 25 Years Ago, She Was Preparing To Die.","She Knew Exactly When She Was Going To Die. That Was 25 Years Ago, And She’s Still Here.",2,0.009930838801205887,0.015627806718160588,5639.0,5567.0,0.008850443999689539
547f9bf53736650026030000,547f8f2f3235380021000000,Because Every Guy Who Harasses Women On The Street Comes Off Like The Guy At 10 Seconds In,"Even If You Don't Sound Like That First Guy, That's How You Look When You Harass Women On The Street",1,0.011074918566775244,0.0057316250842886045,3070.0,2966.0,0.02455713404019627
527c81d00f06465e280086ef,5332c1bc1fae79f09f00efc5,When Veterans Day Meets Extreme Makeover,Cross The Line That Separates Most Of Us From Our Homeless Veterans,1,0.009826152683295541,0.004763835394283398,9261.0,9866.0,3.569661810568109e-05
5441323be6a16ff693000043,544132e15c55baf2cc000035,"You Might Feel Vulnerable At The End Of This, Even Though You're Not The One Taking Off Your Clothes",A Model Explains Why He's Black — And Not Black — At The Same Time,2,0.012515644555694618,0.012812089356110381,3196.0,3044.0,1.0
51e86f1a7260febc690024ab,5332bd741fae79f09f00827b,'Hard-Hitting' Journalism Does Not Mean 'Shout At And Bully',The Media's Accidental Destruction Of The Classic 'Regular Political Interview',1,0.010406811731315043,0.008214285714285714,3171.0,2800.0,0.42099855433554084
5422e93ca7d2afb2420000b0,53d1175ec28bd2e3d3000040,"In 32 Seconds 1 Dad, 3 Moms, And 1 Little Girl Show Us A Thing Or Two About Family Values",Wanna See Real Family Values? Check Out This Family In Oklahoma.,1,0.009172724125995154,0.007605205340544195,5778.0,5917.0,0.36297871377458546
537908ad5aca86d80b000007,5378d036040d292a2b00000f,Want Kids To Get More Out Of School? Maybe We Should Take Some Of This Guy's Advice.,"The Way We Run Our Schools Is Terribly Out-Of-Date, And This Guy Proves It.",2,0.0072992700729927005,0.01798665506237308,3562.0,3447.0,5.87360939452202e-05
5143608e220cb800020009e8,5332ba161fae79f09f002c73,Have You Been Outside Yet Today?,Are You Curious Enough To Eat A Worm?,1,0.015232292460015232,0.007047477744807121,2626.0,2696.0,0.005535831767709127
5180a44f59e7fe000200b4d5,5332bb1b1fae79f09f0047ca,Here’s The Secret Behind All Your Actions That I’m Betting You’re Too Afraid To Watch,"If You Don’t Get Emotional After Watching This, I Feel Sorry For You",1,0.010914565299209636,0.009558823529411765,2657.0,2720.0,0.684981381609779
54f5f5f16634320019c60000,54f5f4e13235610019af0000,There's lots of reasons we have trouble maintaining a healthy weight. Sweeteners aren’t one of them.,Studies now say there’s nothing wrong with artificial sweeteners. (Head spins around.),1,0.007282356835484938,0.006939854593522803,3021.0,3026.0,0.8798801200499278
54caad6432323400162a0000,54cab13c3232340011280000,The New Disney Princess On The Block Is Pretty Cool. But Here's Why She's Even Cooler.,"I Am Head Over Heels For Disney's New Princess. I Hope Most People Will Be, Too.",1,0.01528308440430705,0.011938202247191011,2879.0,2848.0,0.30540603069715
544fdfbf64ab56b521000056,544fc00c64ab568e7600003e,There's Not Just One Face Of A Domestic Violence Survivor. But I Think We Should Look At Her.,Linda Says There's No Face Of Domestic Violence. But I Think We Should Look At Her Face Anyway.,2,0.009184525466184246,0.01715076071922545,3593.0,3615.0,0.0036219297095465785
53f28a87dfcadc5e9f000006,53f28c7b56f7375f2c000006,See Why This ‘Daily Show’ Correspondent Gets So Worked Up About Girls’ Night Out,10 GIFs For Next Time You're Out To Party Like A College Kid,2,0.004021202705172729,0.0074531903290310855,5471.0,5501.0,0.022222990843515263
54ecd6126361650026a50000,54ebaa96313535000c0d0000,A compelling message about farming brought to you by some adorable little kids,Watch these kids act out 2 totally unique approaches to farming. Got a favorite?,2,0.0,0.003234152652005175,1547.0,1546.0,0.03109859518282515
51ed886b9fd042d509008777,5332bd701fae79f09f008215,"You Won't See Pity When You Look Into This 11 Year Old Girls Eyes. You'll See Unbelievable Strength. 
","She Voices Questions for Humanity That Puts The Entire World To Shame. She's 11 Years Old.
",2,0.023416711016498136,0.035506778566817304,3758.0,3098.0,0.003651918113095896
521f653ecdaa5ab8ac00ab47,5332bf131fae79f09f00a847,Is 'The Next Lenny Kravitz' Too Subtle For How Talented I Think This Kid Is?,Is 'Basically The Next Jimi Hendrix' Too Subtle For How Talented I Think This Kid Is?,2,0.023864157870582835,0.035406264185202,2179.0,2203.0,0.02595800077686047
525356c6c7ca43b8d7000d74,5332c0921fae79f09f00d0d5,"Everything I Want Miley Cyrus To Hear About Herself, From The Last TV Host I Expected","Everything I Want To Say To Miley Cyrus, From The Last TV Host I Expected",1,0.03472343395567964,0.025456003207055523,5731.0,4989.0,0.005670801029990546
54b30011326535001e3f0000,54b2749332653500120a0000,Most 17-Year-Olds Are Playing Video Games. He's Trying To Save Lives. (Maybe Even Yours),"At 17 He Goes To School, Gets Picked Up By His Mom - Oh And Tries To Save Lives",2,0.004216444132115249,0.009762900976290097,2846.0,2868.0,0.016248594179151858
520fabdd6f7215e6e90042a0,5332bea71fae79f09f009dc3,Looking For Close-Minded Folk In This Small Kentucky Town? Look Elsewhere.,"If You're Looking For Close-Minded Folk In This Small Kentucky Town, You'll Have To Look Elsewhere",2,0.027684249906472128,0.03258508327299059,2673.0,2762.0,0.3032911242374687
515a9aac4c9a930002001f6d,5332ba981fae79f09f003a77,You Think You Know Inspiration? You Ain’t Heard Nothing Yet! ,Who Knew A Speech About Science Could Be So Damn Sexy?,2,0.009125475285171103,0.01661631419939577,2630.0,2648.0,0.019774853923453684
54ca99e7356533000c2a0100,54ca524735653300168d0000,"After His First Time In Jail, He Became A Socialist. And That Was A Good Thing.","Sometimes, Someone Comes Along And Totally Shakes Things Up. Meet Eugene V. Debs.",2,0.0028551034975017845,0.003209700427960057,2802.0,2804.0,1.0
546f7e1592f391daa3000049,546f5ba487942aedcb000037,Why Some Tomatoes Now Make Me Feel A Little Dirty,Eva Longoria Wants You To Think Carefully Before You Bite Into That Juicy Tomato,2,0.005076142131979695,0.017391304347826087,2955.0,3105.0,4.591509974007526e-06
528ca9a3db379164bf002633,5332c22c1fae79f09f00fb41,"There Are 28,000 Homeless Children Living In OC, California — Hear One Of Their Stories","A Beautifully Shot Advocacy Video About A Young Boys Experience Being Homeless In OC, California",1,0.006982392228293868,0.005462822458270106,3294.0,3295.0,0.4393290623634872
5346c75e1ab0123671000059,53462d41689411bf1100004f,"3 Men Danced In A Public Park One Day, Talked Of Inspirations, And Delighted Those Around Them",Watch 3 Men Dance In A Public Park To The Delight Of Themselves And Those Around Them,2,0.010267968945654895,0.015930485155684286,3993.0,4143.0,0.0253734093537635
54986cc5363335001b860000,5498501b6636610024630000,"Handfuls Of Proof That Beer Is One Of The Most Human Things To Drink, Just In Time For The Weekend",The Process That Makes Beer Is The Process That Makes All Life. Cheers!,1,0.006491398896462187,0.0022965879265091863,3081.0,3048.0,0.018944678110118796
53f7891a2193c57c2b000021,53f72e142f4a3a1aae00004c,She Was Welcomed Into A School That Almost Nobody Got Into. But She Couldn’t Go. Here’s Why.,There's A Limbo For Some Would-Be Citizens Of This Country That Is A Lot Like Hell,1,0.007741436036384749,0.0021509581540868207,5167.0,5114.0,5.538039245466981e-05
52a953f0eb41f4aa99000291,5332c2f01fae79f09f011179,"A Few Weeks Before She Was Crowned 'Miss World,' She Was Raped. But This Isn't Just Her Story.",What Would Make This Woman Say 'I Want The Same Basic Rights As The Rapist'?,1,0.027388535031847135,0.02038895859473024,6280.0,6376.0,0.010339251674774242
5363dd15d2b3b824b1000003,53627a0829b7af21f200007c,Success Has A Secret: It’s A Moral Hypocrisy (And Other Truth Bombs),A Beautifully Refreshing Perspective On Failure,2,0.009653199856989631,0.017043478260869566,2797.0,2875.0,0.020296418360104963
5397903ab1a132c60e0000a6,53978f03b1a13267dc000091,That One Time A Commercial Made Me Get All Teary About Dads,A Big Shout Out To All The Awesome Dads In World,1,0.011752136752136752,0.007795889440113395,5616.0,5644.0,0.03501199467774916
5338ab3c2728a04db5000027,5338b4862728a09c24000033,"The World Looks A Whole Lot Smaller When You Can See The Direct, Feel-Good Impact Being Made",The Non-Expectations Of Health Care For These Women Makes The Fact They Received It Even Sweeter,1,0.003062360801781737,0.0023784355179704017,3592.0,3784.0,0.6569553734120022
53dbada1a2833a2adc000005,53dbeb182866d14bb4000015,Something Has Them So Upset That They Couldn't Even Make A Funny Joke About It,Here Are 15 Internet Memes That Missed The Funny Mark. But See What Makes 'Em Totally Worth Sharing.,2,0.008979591836734694,0.02178380600082203,4900.0,4866.0,2.3378910006026266e-07
53a099e0c05df81a47000084,53a02ef6539d25c57000001c,"This 14-Year-Old Girl's Already Caught The Attention Of Colleges, All Thanks To Her Unexpected Hobby","This 14-Year-Old Girl's Already Got Colleges Asking After Her, All Thanks To Her Unexpected Hobby",2,0.02415741281901422,0.0281093569503273,5133.0,5194.0,0.2176643952699347
51cb0461892488c38700a077,5332bc471fae79f09f0066dc,Some Jokes About Humankind Are So On Target They Deserve Applause,Sometimes A Joke About A Serious Topic Is So On Point You Have To Applaud It,2,0.02455849889624724,0.03460394701270614,3624.0,3699.0,0.012940456603400648
54501f3f370a8c3829000012,5450001864ab56866e00009f,"She Went Out In A T-Shirt And Jeans, But She Wasn't Alone. Here's What The Go-Pro Captured.","They Thought She Was Alone, But A Go-Pro Was Recording The Whole Time",1,0.021148036253776436,0.021039381406221903,5627.0,5561.0,1.0
519a5e0113212d0011018fca,5332bb7b1fae79f09f0050c6,Zach Wanted To Be Remembered As A Kid Who Went Out Fighting. Mission Accomplished. And More.,"I Never Want To Live Longer Than My Children. If I Do, I Hope They Get The Opportunity To Do This.",2,0.016627868307283005,0.021304490331039004,3007.0,3051.0,0.18861625467997856
52fae8eee81ab2120e00000e,5332bb7c1fae79f09f0050f4,The Living Wage Debate: Interesting Facts To Know,Fascinating Minimum Wage Facts That You Won't Find In Any Econ 101 Classroom,2,0.011274934952298352,0.018699910952804988,2306.0,2246.0,0.049808704997849104
531f62184c90ea5ac000008b,5332b6c81fae79f09f001262,Some Kids Don’t Have Enough Food. Some Don’t Have The Right Kind. This Program Could Help Both.,Some Kids Don’t Have Enough Food. Some Don’t Have The Right Kind. Here's An Idea That Could Help Both.,2,0.005734625271900337,0.013299432818306279,5057.0,5113.0,8.862403073309757e-05
53c7fe384273de563b00005b,53c7f9ffd52a7b887900003b,Sending These People Back Across The Border Is Murder,"No Matter Your View On Immigration, Her Words Make Me Want To Welcome These Folks To Our Country",2,0.001969057665260197,0.005555555555555556,3555.0,3600.0,0.018998390593261423
5359521c82fca16421000023,53594db782fca158f500001a,The Voice Inside Your Head Is So Much Different From What Anyone Else Is Thinking,Ok Idea Time: Every Time We Look In The Mirror Let's Pretend We Are Looking At Someone Else,1,0.015182601559294214,0.01184640522875817,2437.0,2448.0,0.32415782578951646
5363be3605938fc9e80000a4,5363bcbf05938f687d000084,"If You Think We’re Living In Times Of Inequality, You Ain’t See Nothin’ Yet…",‘Inequality Is What Has Turned Washington Into A Protection Racket For The 1%’,1,0.013194231359312672,0.007375537799631223,3259.0,3254.0,0.02634321912060019
548e6d566539330012080000,548e6af73836390012060000,Watch What Happens When American Teens React To The Bravest Teen In The World: Malala,These Teens Were Stunned At What One Girl Did. Maybe They'll Try To Do The Same.,1,0.013666666666666667,0.004922874958976042,3000.0,3047.0,0.0003993354087407121
51436091220cb80002000a0e,5332ba1f1fae79f09f002d8f,William Shatner Would Like To File A Complaint With The Internet,An 80-Year-Old Man Says Everything Wrong About The Internet To Its Face ,2,0.0095707656612529,0.017322372284204347,3448.0,3406.0,0.006106833258558311
53daf5a6224865807f000001,53d9943845ba39bd630000ac,The Kind Of Clothes Science Says Can Make You More Successful,A Tip That Gives You That Competitive Edge. Not That You're Competitive Or Anything. ;),1,0.010481657100074869,0.005567659162430404,4007.0,4131.0,0.017287593660476844
53a7a7be4a8b066f66000019,53a7a61a8fb8a0b79600000d,"If You're Dating Someone, And You Get This Phone Call, Run, Don't Walk, Away","He Starts Out Loving, Then He Changes. The Scariest Thing? It Happens So Fast.",1,0.031792614331132306,0.016887816646562123,4089.0,4145.0,1.1134040776631988e-05
5405e9fbb650ed33fb000008,5405cffeb38b99f296000004,Looks Like Those Shabby Old Building Lots Could Have A Much Healthier Future Ahead Of Them,What These People Are Doing In Their City Will Make Me Never Look At Empty Lots The Same,2,0.002073541609068289,0.004359443116298692,7234.0,7111.0,0.01763856775665565
51d30198cedfa957a0004786,5332bca71fae79f09f006fcd,Justice Is Blind? I Don't Think This 14-Year-Old's Mama That Caught This On A Cell Phone Agrees. ,Death-Defying Officer Saves Beachgoers From A Criminally Terrifying...Stare?!,1,0.03514158990105766,0.017888460189407224,2931.0,2851.0,5.4714093562598646e-05
553faeb2336438001c7f0100,553e44d3306562002c1a0200,Ever heard of the Battle of Blair Mountain? The U.S. Army considered bombing citizens. Not kidding.,Ever heard of the Battle of Blair Mountain? The President threatened to bomb citizens on U.S. soil.,1,0.015270935960591134,0.007267441860465116,2030.0,2064.0,0.017213513549686754
5396357a16d48c879b000016,539635ee45da7fb5c5000018,Where's The Next Einstein? Probably Working On Gettin' Into Trouble.,"If We Want To Meet The World's Next Great Inventor, We Better Get Out Of The Way",1,0.00793002915451895,0.0042417815482502655,8575.0,8487.0,0.0021723979207461876
52cc46792d399a18d50004c7,5332c3791fae79f09f0120da,L. Ron Hubbard's Great-Grandson Spills The Family Secrets On How Scientology Started. Whoa.,"L. Ron Hubbard's Great-Grandson Spills The Weird, Creepy, Inside Dirt On How Scientology Started",1,0.056508577194752774,0.0399858457183298,2973.0,2826.0,0.003966072326724456
51436095220cb80002000a3a,5332ba301fae79f09f002eea,Elizabeth Warren Shows The Big Banks What A Working Senator Looks Like ,Elizabeth Warren Continues To Be The Senator We All Hoped She Would ,2,0.010803024846957148,0.018471568272365086,2777.0,2761.0,0.018643662098578546
544fcae964ab568e76000050,544fd0fedaec6c1e87000049,"It Was A Typical Morning, But 12 Hours Later She Was Staring At Her Bald Daughter In The Hospital","What She Did Made Her Want To Cry, But Her Body Wouldn't Even Let Her Do That Anymore",1,0.021609538002980627,0.013278609367455336,4026.0,4142.0,0.005032320426227652
552b1e08623238001c240000,552b21a5623238000c100000,Sexual abuse survivor finds power in dance.,"When I dance, I am alive and free.",1,0.005296100144439095,0.000968054211035818,2077.0,2066.0,0.02226489977083387
51b79929370c4a730d001807,5332b59d1fae79f09f000676,"NAILED IT: Let The Daily Show Sum Up The NSA Scandal In Less Tham 5 Minutes
",Let The Daily Show Sum Up The NSA Scandal In Less Tham 5 Minutes,1,0.025157232704402517,0.016813907096038756,3498.0,3509.0,0.015573118819134651
515c339b95952a0002002920,5332ba9f1fae79f09f003b62,This Man Says That Chocolate Milk Is Child Abuse. He’s Pretty Convincing. ,How A Celebrity Chef Ended Up Working In A School Cafeteria ,1,0.020879468522619425,0.008695652173913044,3161.0,3105.0,6.076218841672403e-05
53d01a84e54a0f9f0d0000a9,53ceac06d7c914da1f00000a,"If It Was New York City Being Bombed, What Would That Look Like?",What Would It Look Like If This Invasion Was Happening In Boston? New York? L.A.?,1,0.01150278293135436,0.004144687264506406,2695.0,2654.0,0.0028142283108446493
54c93249346661001f3e0000,54c9330d3466610013530000,Why 98% of Her Potential Boyfriends Broke Up With Her,"She’s A Lawyer, She’s Trans, And She’s Brave For Getting Undressed While Talking About It",1,0.04688050757842792,0.01284796573875803,2837.0,2802.0,1.4266928300621884e-14
51df682834b846f972001c28,5332bd071fae79f09f0078b7,The Only Time It’s OK To Make A Kid Cry In Front Of His Entire School Is Right Here,I Don’t Remember Having Any Assemblies Like This When I Was In Middle School. Wish We Had.,1,0.04867075664621677,0.0478384124734231,2445.0,2822.0,0.8975377527620223
51436071220cb80002000788,5332ba231fae79f09f002df9,"Kids Love To Smoke Cigarettes, Right?","Finally, A Reason To Quit Smoking That Doesn’t Involve Your Health",2,0.01349787890474354,0.020911127707244213,2593.0,2678.0,0.04417208719496818
52f2b726c0f551a110000024,5332bb7c1fae79f09f0050f0,Math Can Be Stunning Sometimes And Full Of Lies Other Times. Especially When Calculating Beauty.,A 16-Year-Old Explains Why Everything You Thought You Knew About Beauty May Be Wrong. With Math.,2,0.010784027980180706,0.021987951807228914,3431.0,3320.0,0.00033314268471749237
526971f65c8c903da300147c,5332c1aa1fae79f09f00eda6,"How Many Countries Are There? Simple Question, Ridiculously Complicated Answer.",Think Country Borders Are Screwed Up? We Don't Even Know How Many Countries There Are!,1,0.012074804888823443,0.007463800567248843,6791.0,6699.0,0.006646263757714779
515613e58e942100020008c8,5332ba911fae79f09f0039a1,"A Gay Soldier Is Being Singled Out And Prosecuted, But That's Not Even The Craziest Part",What If The Characters In 'Mr. Smith Goes To Washington' Were Gay?,1,0.018222222222222223,0.003573023671281822,2250.0,2239.0,1.7474019574259297e-06
530d16bc7e2d84fdb5000062,5332b6571fae79f09f000d5e,Feeling Crappy? At Least Your Entirely Life Wasn't Squashed To Pieces By A Weird Cartoon Gangster!,"This Guy's So Classically Cartoonishly Evil There's No Way He's Real. Wait, He Kind Of Is!?",2,0.007794738551477752,0.013342011064106736,3079.0,3073.0,0.03446215586085441
52f31a2205c1b6e801000007,5332b5b11fae79f09f000710,The Best Science Reason To Shoot A Burn Victim In The Face I've Ever Heard,"If You've Been Horrifically Burned By A Fire, The Best Thing To Do Is Have This Doctor Shoot You?!",1,0.037425673312346974,0.01583873290136789,2859.0,2778.0,5.316827174811802e-07
543f2f2843fbb6f4a900002a,543884565f60fcc171000019,"50 Years Ago, Her Declaration Of Independence Was A Shock. Hearing It Again Is Fightin' Words.","In 1964, This Famous Singer Was *Done* Belonging To Anyone Else. It Has So Much Meaning Now.",1,0.012254111576910674,0.012249064307587616,3101.0,2939.0,1.0
5419dd50cf638779210000c4,54202a625e2cc11b6700004f,The Sheer Patheticness Of These Numbers Have Me Longing For More Thelma And Louise,New Study Shows The Most Realistic Thing About Women In Movies Is The Sexism They Face,2,0.00284539993676889,0.004091910607491344,6326.0,6354.0,0.2904259897549093
54210b17ac41913c9c000046,542104c01afbe8992800008e,The Tragic True Story Of The Little Girl In The Hallway,The Tragic True Story Of The Little Girl In The Hallway That He Never Saw Again,1,0.012386576407892841,0.011086797957695113,6943.0,6855.0,0.5273356723676821
523b4ce52951078e330000e2,5332c0241fae79f09f00c480,"The Most Stirring Version Of The National Anthem Might Just Be At The End Of This Rap Video 
","If You Hadn't Heard Of This Little Girl Either, Ask Yourself Why That Is ",2,0.021426385062748698,0.03650659926986802,3267.0,3561.0,0.0002333687462260116
5511a443663539000c2f0000,55118e2c3365630018020000,"In the 1940s, two very different experiments were happening at the same time in Tuskegee, Alabama.","You've probably heard about one group of black men from Tuskegee, Alabama. But likely not the other.",2,0.005451713395638629,0.00645682001614205,2568.0,2478.0,0.7157254586705379
