,headline,real_CTR,predictions,test_id
164,FLASHBACK: Two Grown Men Yelling At Each Other On Camera,0.0350194552529182,0.0104622966502683,275
165,Bill O'Reilly Doesn't Seem To Have Gotten Any Less Racist Since 2007,0.0267657992565055,0.012904758912574385,275
166,"When Discussing Immigration On Television, Make Sure To Yell As Much As Possible",0.0151953690303907,0.009761125232500861,275
167,"If Shouting And Hurling Insults Is The Key To Good Ratings On Fox, This Episode Must Have Killed",0.0347793567688855,0.019955750327343647,275
168,The Worst Online Dating Site In The History Of The World,0.027200488997555,0.01663173229913078,276
169,GOD HATES... SINGLE PEOPLE?,0.0248740554156171,0.01946114808244545,276
170,"It’s The Time Of Year People Buy New Cars, Here’s The Chart You Need To See Before You Buy",0.0066396163777203,0.007195012408970228,281
171,How To Save Money Step 1: Buy A New Car,0.0061908230152949,0.004076108841141613,281
172,How Shelling Out For A Brand New Car Now Can Save You Thousands Of Dollars,0.0110823790173623,0.004023739191681804,281
173,We’re All Buying Cars This Week Because Of This Chart,0.0072254335260115,0.010552488824337972,281
174,Being A Third Grader Never Looked So Good,0.011781506604784,0.012255957144266753,287
175,This Makes Homework Look A Whole Lot Easier,0.0157451482973269,0.006531663515812649,287
176,Why It's Perfectly Acceptable To Be An Angry Feminist,0.0257791458253174,0.011329305291325135,292
177,The Truth About Angry Feminists,0.0283125707814269,0.01102963451941623,292
178,I'm Not Angry Because I'm A Feminist. I'm A Feminist Because I'm Angry.,0.015367316341829,0.009758215807530871,292
179,Feminism Isn't Driven By Anger. But Here's Why You Might See It That Way.,0.0207946528035648,0.010770695697087175,292
180,"If I Didn't Know Any Better, I'd Say Obama Is Tired Of The Boy Scouts Banning Gays",0.0124320124320124,0.01296367476821667,294
181,Obama's Crystal Clear Stance On Gays In Boy Scouts,0.0152586527726088,0.012501803554230856,294
182,Make Thousands Working From Home! (I Promise It's Not Spam),0.0091570158901158,0.005135139530217747,300
183,You'll Never Guess Which Industry Has The Highest Job Growth. Rhymes With 'Foam Purse.',0.0207877461706783,0.006502569266112756,300
184,Why The Jobs Of The Near Future Will Not Be Outsourced,0.0082013574660633,0.005856676922775113,300
185,The Most Beautiful Bully Beating I've Ever Seen,0.0167348456675344,0.035462985417387044,310
186,"If You Were Ever Bullied, I've Got Something Beautiful To Show You",0.0146145414687614,0.01838466084354938,310
187,WATCH: A Group Of Beachgoers Restore Your Faith In Humanity,0.014792899408284,0.023307407892771415,312
188,Would You Have Put Down Your Copy Of “50 Shades Of Gray” To Help?,0.0183933933933933,0.010459387225298312,312
189,The Most Amazing Act Of Heroism Ever Committed In Swim Trunks,0.0237646171256129,0.01843993991797918,312
190,Dolphins’ Disastrous Attempt To Move On Land Ends Beautifully,0.0230547550432276,0.01513046901461626,312
191,A Case Of Misunderstood Genius That Might Destroy The Planet,0.0188747731397459,0.010439021250508386,314
192,Take Your iPhone From Dead To 100% In 30 Seconds Using Science,0.0324923547400611,0.011356944828540036,316
193,See The Scientific Accident That May Change The World (Or At Least Your Battery Life),0.0286916602907421,0.012965856836944163,316
194,Proof That Not Everything Happening To Women In India Right Now Is Bad,0.0159436410826844,0.012765106514014895,323
195,Just A Reminder That Not Everything Happening To Women In India Is Bad Right Now,0.0157593123209169,0.01597711168088317,323
196,An Indian Labor Union Has An Incredible Take On ‘Girl Power’,0.0101633393829401,0.006426924216893032,323
197,How Women In India Are Going To Be A Part Of Its Prosperous Future,0.0065662417921977,0.004355413638260593,323
198,A Quarter Million People Have Already Seen This Wacky Docu-Musical On Wealth And Poverty In America,0.0158450704225352,0.009557465484601603,328
199,Watch A Diner Waitress Explain To A Wall Street Guy How Money Works In America ,0.0528425655976676,0.03213460325171919,328
200,WATCH: The TEDxTalk That Knocked Me Down A Peg Or Two,0.0452776795189246,0.019216756384966345,335
201,I Can't Believe THIS Is The Subject Of One Of The Best TEDxTalks I've Ever Seen,0.0363636363636363,0.017753315625061685,335
202,This Is Why I (Secretly) Love Celebrity Gossip,0.008525754884547,0.008766101892764493,336
203,What Your Reaction To Celebrity Gossip Says About You,0.0057142857142857,0.013702305032472724,336
204,Meet A Gay Olympian And Her Beautiful 75-Year-Old Wife,0.0108813928182807,0.018169363395770168,345
205,She Was Looking For A Tall Black Man. She Ended Up Marrying A Woman.,0.0090350560173473,0.012423249080041143,345
206,The May-December Marriage That Will Truly Inspire You,0.0094614264919941,0.020572548420981395,345
207,This Couple’s 17-Year Age Difference Is The Least Interesting Thing About Them ,0.0189964157706093,0.025803694517022302,345
208,A Short Video About Birds That's Guaranteed To Break Your Heart ,0.0095201827875095,0.012743285826739975,346
209,I Honestly Didn't Think A Video About Birds Would Make Me Cry. I Was Wrong.,0.0252259036144578,0.014521308161524735,346
210,A Short Video About Birds That's Guaranteed To Break Your Heart ,0.0118456247611769,0.012743285826739975,347
211,I Honestly Didn't Think A Video About Birds Would Make Me Cry. I Was Wrong.,0.023885918003565,0.014521308161524735,347
212,Economist Robert Reich Drops Some Thoroughly-Researched Knowledge On Billionaire Tightwads,0.0164271047227926,0.010724144897567345,354
213,Trying To Get Richer? Here's Why You Can Pretty Much Give Up Now.,0.0175326745298055,0.008902844866353994,354
214,"A Bunch Of Celebrities Sing A Very Weird, Hilarious Song About Your Mother (And Theirs)",0.0085923679555218,0.010473934350148258,358
215,"Yoko Ono, Sean Lennon, Joseph Gordon Levitt, Liv Tyler, Susan Sarandon, Fred Armisen...",0.0085282651072124,0.0028192372541062,358
216,What Do These Celebrities Hate More Than Paparazzi? ,0.0111630321910695,0.012414520805131175,358
217,"Hey, I Have An Idea: Let's Deport THIS GUY, Instead",0.0096828046744574,0.009944419005610192,361
218,Meet A Guy Who Makes A Living Making America Look Bad,0.015511892450879,0.014668597800630446,361
219, Introducing: The Worst Immigration Reform Ideas You've Ever Heard,0.0124705089315807,0.014040252926643054,361
220,WARNING: The Worst Immigration Reform Ideas You've Ever Heard,0.0071893187264635,0.012693825602250155,361
221,A Brilliant Speech From 1940 That's Somehow Even More Relevant Today,0.0278273278630039,0.010820155921576995,362
222,The One Speech Every Human Being On Earth Should Hear,0.038353765323993,0.020601642670681288,362
223,An Amazing Speech From 1940 That Perfectly Describes The Crises We Face Today ,0.0291226792864943,0.013606294008463074,362
224,There's A Reason This Is Still My Favorite Internet Video Of All Time,0.0392414570033796,0.015245391300930842,362
225,"I Never Thought I'd Say This, But Video Games May Have Just Cured AIDS",0.0049144521295959,0.013350628289225258,374
226,Can Playing Video Games Get You A Nobel Prize?,0.0022743177046885,0.0006546250764341028,374
227,What We Teach Our Kids Matters. This Girl Understands That Better Than Some Adults I Know.,0.0214099216710182,0.017039051794929296,377
228,A Very Straightforward Question For The World From The Daughter Of A Jew And A Muslim,0.0209752599498027,0.017203434305733692,377
229,A Very Simple Question From A Girl With A Complicated Family,0.025782361308677,0.015523241385564827,377
230,The Rest Of The World Could Learn A Thing Or Two From This Girl's Parents,0.0283760683760683,0.016673918961195626,377
231,The Sweet Science Of Virality: You Are Bad At It. We Are Less Bad.,0.0027451959071624,0.003424397647863991,380
232,I Can't Believe Upworthy Said That About Your Mom,0.0017570281124497,0.009327620911972444,380
233,The One Where Upworthy Gives Almost All Our Viral Secrets Just Because We Can,0.0028683181225554,0.006938983011611163,380
234,You Will Not Believe How Easy It Is To Make Something Go Viral!,0.0055682105796001,0.010232452077639141,380
235,Someone Hacked Upworthy's Vault And Put All Our Viral Secrets On The Internet. Not Cool.,0.0070193030834795,0.007020446910770865,380
236,"Bless Australia For Giving Us Kangaroos, AC/DC ... And THE BIONIC EYE?",0.0047632390025217,0.006089430920374263,388
237,"Bless Australia For Giving Us Kangaroos, Crocodile Dundee ... And THE BIONIC EYE?",0.0030316154179298,0.006863337962391438,388
238,How Science Allowed A Woman To See The Light,0.007925275969431,0.015485418860954964,388
239,"If Justice Roberts Does What This Adopted Kid Says, Then I Want To Go Ahead And Adopt Justice Robert",0.0156653151492812,0.01885307826371767,397
240,A Kid Who Adopted 2 Dads Has A Heartwarming Message For The Supreme Court Justice Who Adopted 2 Kids,0.0155339805825242,0.01225159300681177,397
241,What Do 2 Gay Guys And A Conservative Supreme Court Justice Have In Common?,0.0125308524776912,0.017159792931183852,397
242,"The Argument To Overturn The CA Gay Marriage Ban Is So Easy A Kid Could Make It. Oh Wait, He Did.",0.0200529701097238,0.024703931878366316,397
243,Hillary. Clinton. Is. Speaking. Slowly. So. Even. Bigots. Can. Understand. Her.,0.0247301275760549,0.024284974682687845,399
244,Can We Hurry Up And Just Elect Hillary As President Yet?,0.0067829457364341,0.011183834042825667,399
245,Hillary Breaks Down Gay Marriage So People With Extra-Thick Heads Can Understand,0.0312086249290713,0.02387183633694935,399
246,Hillary Clinton Kicks Ass In Speech About Gay Marriage. Are We Looking At The Next President?,0.0231145935357492,0.017791138149671547,399
247,Meet The Cutest People Ever To Spit In The Face Of Fate,0.0050735667174023,0.012289415531421632,400
248,Tiny And Terrifying: Why Fate Doesn't Stand A Chance Against These Kids,0.0064136825227151,0.01385014018876031,400
249,"Fate Says These Kids Won't Amount To Anything. Fortunately, They Aren't Listening.",0.0054392167527875,0.007247382058430036,400
250,Watch The Most Powerful Force In The Universe In Action,0.0059659589401649,0.010584492499007855,408
251,Bookmark This For When You’re Sad And Instantly Be 100 Times Happier,0.0138206946717585,0.01761075380153221,408
252,I Apologize In Advance For The Fact That This Video Will Turn You Into A Big Saucer Of Butter,0.009789156626506,0.014022069020580619,408
253,"Ask A Bunch Of People To Show You What Love Looks Like, And Their Responses Look Remarkably The Same",0.0099511173184357,0.011230384842345497,408
254,This Is The Scariest Wedding Video You’ve Ever Seen,0.0215345638798407,0.027945031294934482,412
255,"With This Ring, McDonald's, I Thee Wed",0.0089090909090909,0.014435480124910048,412
256,Watch This Bride Dump Her Very Important Groom At The Altar,0.0349688758696448,0.023935843686289118,412
257,Watch This Bride Interrupt Her Own Wedding To Make An Impassioned Speech ,0.0274436090225563,0.03141306585916183,412
258,Happy Spring! Here’s An Insanely Inspiring Video About Things That Grow. ,0.0064412238325281,0.017674761150871972,414
259,"If This Video Doesn't Make You Hungry For Change, You’re Dead Inside ",0.0090634441087613,0.013143331760113515,414
260,This 1 Minute Video Makes Me Want To Hug The World,0.0233133168491699,0.010433202400568407,425
261,"I Really, Really, Really, Really, Really, Really Wish This Was What The World Was Like",0.0189116171362408,0.012468345167075979,425
262,I Never Thought A 1 Minute Video Could Punch Me In The Heart. Yet Here We Are.,0.0192378838327783,0.025978260015221664,425
